"country","continent","year","lifeExp","pop","gdpPercap"
"Somalia","Africa",2007,48.159,9.11877e+06,926.141
"South Africa","Africa",1952,45.009,1.42649e+07,4725.3
"South Africa","Africa",1957,47.985,1.61515e+07,5487.1
"South Africa","Africa",1962,49.951,1.83567e+07,5768.73
"South Africa","Africa",1967,51.927,2.09973e+07,7114.48
"South Africa","Africa",1972,53.696,2.39358e+07,7765.96
"South Africa","Africa",1977,55.527,2.71299e+07,8028.65
"South Africa","Africa",1982,58.161,3.114e+07,8568.27
"South Africa","Africa",1987,60.834,3.59334e+07,7825.82
"South Africa","Africa",1992,61.888,3.99642e+07,7225.07
"South Africa","Africa",1997,60.236,4.2835e+07,7479.19
"South Africa","Africa",2002,53.365,4.44336e+07,7710.95
"South Africa","Africa",2007,49.339,4.39978e+07,9269.66
"Spain","Europe",1952,64.94,2.85499e+07,3834.03
"Spain","Europe",1957,66.66,2.98416e+07,4564.8
"Spain","Europe",1962,69.69,3.11581e+07,5693.84
"Spain","Europe",1967,71.44,3.28503e+07,7993.51
"Spain","Europe",1972,73.06,3.45132e+07,10638.8
"Spain","Europe",1977,74.39,3.6439e+07,13236.9
"Spain","Europe",1982,76.3,3.79833e+07,13926.2
"Spain","Europe",1987,76.9,3.88807e+07,15765
"Spain","Europe",1992,77.57,3.95494e+07,18603.1
"Spain","Europe",1997,78.77,3.98554e+07,20445.3
"Spain","Europe",2002,79.78,4.01525e+07,24835.5
"Spain","Europe",2007,80.941,4.04482e+07,28821.1
"Sri Lanka","Asia",1952,57.593,7.98234e+06,1083.53
"Sri Lanka","Asia",1957,61.456,9.12855e+06,1072.55
"Sri Lanka","Asia",1962,62.192,1.04219e+07,1074.47
"Sri Lanka","Asia",1967,64.266,1.17374e+07,1135.51
"Sri Lanka","Asia",1972,65.042,1.30167e+07,1213.4
"Sri Lanka","Asia",1977,65.949,1.41168e+07,1348.78
"Sri Lanka","Asia",1982,68.757,1.54102e+07,1648.08
"Sri Lanka","Asia",1987,69.011,1.64953e+07,1876.77
"Sri Lanka","Asia",1992,70.379,1.75871e+07,2153.74
"Sri Lanka","Asia",1997,70.457,1.86987e+07,2664.48
"Sri Lanka","Asia",2002,70.815,1.95768e+07,3015.38
"Sri Lanka","Asia",2007,72.396,2.03782e+07,3970.1
"Sudan","Africa",1952,38.635,8.50467e+06,1615.99
"Sudan","Africa",1957,39.624,9.75339e+06,1770.34
"Sudan","Africa",1962,40.87,1.11832e+07,1959.59
"Sudan","Africa",1967,42.858,1.27161e+07,1688
"Sudan","Africa",1972,45.083,1.4597e+07,1659.65
"Sudan","Africa",1977,47.8,1.7105e+07,2202.99
"Sudan","Africa",1982,50.338,2.03671e+07,1895.54
"Sudan","Africa",1987,51.744,2.4726e+07,1507.82
"Sudan","Africa",1992,53.556,2.82276e+07,1492.2
"Sudan","Africa",1997,55.373,3.21607e+07,1632.21
"Sudan","Africa",2002,56.369,3.70903e+07,1993.4
"Sudan","Africa",2007,58.556,4.22929e+07,2602.39
"Swaziland","Africa",1952,41.407,290243,1148.38
"Swaziland","Africa",1957,43.424,326741,1244.71
"Swaziland","Africa",1962,44.992,370006,1856.18
"Swaziland","Africa",1967,46.633,420690,2613.1
"Swaziland","Africa",1972,49.552,480105,3364.84
"Swaziland","Africa",1977,52.537,551425,3781.41
"Swaziland","Africa",1982,55.561,649901,3895.38
"Swaziland","Africa",1987,57.678,779348,3984.84
"Swaziland","Africa",1992,58.474,962344,3553.02
"Swaziland","Africa",1997,54.289,1.05449e+06,3876.77
"Swaziland","Africa",2002,43.869,1.13027e+06,4128.12
"Swaziland","Africa",2007,39.613,1.13307e+06,4513.48
"Sweden","Europe",1952,71.86,7.12467e+06,8527.84
"Sweden","Europe",1957,72.49,7.3638e+06,9911.88
"Sweden","Europe",1962,73.37,7.56159e+06,12329.4
"Sweden","Europe",1967,74.16,7.86793e+06,15258.3
"Sweden","Europe",1972,74.72,8.12229e+06,17832
"Sweden","Europe",1977,75.44,8.25165e+06,18855.7
"Sweden","Europe",1982,76.42,8.32526e+06,20667.4
"Sweden","Europe",1987,77.19,8.4214e+06,23586.9
"Sweden","Europe",1992,78.16,8.71887e+06,23880
"Sweden","Europe",1997,79.39,8.89762e+06,25266.6
"Sweden","Europe",2002,80.04,8.95418e+06,29341.6
"Sweden","Europe",2007,80.884,9.03109e+06,33859.7
"Switzerland","Europe",1952,69.62,4.815e+06,14734.2
"Switzerland","Europe",1957,70.56,5.126e+06,17909.5
"Switzerland","Europe",1962,71.32,5.666e+06,20431.1
"Switzerland","Europe",1967,72.77,6.063e+06,22966.1
"Switzerland","Europe",1972,73.78,6.4014e+06,27195.1
"Switzerland","Europe",1977,75.39,6.31642e+06,26982.3
"Switzerland","Europe",1982,76.21,6.46813e+06,28397.7
"Switzerland","Europe",1987,77.41,6.64994e+06,30281.7
"Switzerland","Europe",1992,78.03,6.99545e+06,31871.5
"Switzerland","Europe",1997,79.37,7.19376e+06,32135.3
"Switzerland","Europe",2002,80.62,7.36176e+06,34481
"Switzerland","Europe",2007,81.701,7.55466e+06,37506.4
"Syria","Asia",1952,45.883,3.66155e+06,1643.49
"Syria","Asia",1957,48.284,4.14991e+06,2117.23
"Syria","Asia",1962,50.305,4.83462e+06,2193.04
"Syria","Asia",1967,53.655,5.68081e+06,1881.92
"Syria","Asia",1972,57.296,6.70117e+06,2571.42
"Syria","Asia",1977,61.195,7.9325e+06,3195.48
"Syria","Asia",1982,64.59,9.41049e+06,3761.84
"Syria","Asia",1987,66.974,1.12428e+07,3116.77
"Syria","Asia",1992,69.249,1.32191e+07,3340.54
"Syria","Asia",1997,71.527,1.5081e+07,4014.24
"Syria","Asia",2002,73.053,1.71558e+07,4090.93
"Syria","Asia",2007,74.143,1.93147e+07,4184.55
"Taiwan","Asia",1952,58.5,8.55036e+06,1206.95
"Taiwan","Asia",1957,62.4,1.01642e+07,1507.86
"Taiwan","Asia",1962,65.2,1.19189e+07,1822.88
"Taiwan","Asia",1967,67.5,1.36487e+07,2643.86
"Taiwan","Asia",1972,69.39,1.5226e+07,4062.52
"Taiwan","Asia",1977,70.59,1.67852e+07,5596.52
"Taiwan","Asia",1982,72.16,1.85014e+07,7426.35
"Taiwan","Asia",1987,73.4,1.97578e+07,11054.6
"Taiwan","Asia",1992,74.26,2.06869e+07,15215.7
"Taiwan","Asia",1997,75.25,2.16286e+07,20206.8
"Taiwan","Asia",2002,76.99,2.24542e+07,23235.4
"Taiwan","Asia",2007,78.4,2.31743e+07,28718.3
"Tanzania","Africa",1952,41.215,8.32292e+06,716.65
"Tanzania","Africa",1957,42.974,9.45283e+06,698.536
"Tanzania","Africa",1962,44.246,1.0864e+07,722.004
"Tanzania","Africa",1967,45.757,1.26073e+07,848.219
"Tanzania","Africa",1972,47.62,1.47066e+07,915.985
"Tanzania","Africa",1977,49.919,1.71296e+07,962.492
"Tanzania","Africa",1982,50.608,1.98444e+07,874.243
"Tanzania","Africa",1987,51.535,2.30406e+07,831.822
"Tanzania","Africa",1992,50.44,2.66055e+07,825.682
"Tanzania","Africa",1997,48.466,3.06869e+07,789.186
"Tanzania","Africa",2002,49.651,3.45938e+07,899.074
"Tanzania","Africa",2007,52.517,3.81396e+07,1107.48
"Thailand","Asia",1952,50.848,2.12894e+07,757.797
"Thailand","Asia",1957,53.63,2.50419e+07,793.577
"Thailand","Asia",1962,56.061,2.92634e+07,1002.2
"Thailand","Asia",1967,58.285,3.40242e+07,1295.46
"Thailand","Asia",1972,60.405,3.92762e+07,1524.36
"Thailand","Asia",1977,62.494,4.41483e+07,1961.22
"Thailand","Asia",1982,64.597,4.88272e+07,2393.22
"Thailand","Asia",1987,66.084,5.29103e+07,2982.65
"Thailand","Asia",1992,67.298,5.66671e+07,4616.9
"Thailand","Asia",1997,67.521,6.02167e+07,5852.63
"Thailand","Asia",2002,68.564,6.28067e+07,5913.19
"Thailand","Asia",2007,70.616,6.50681e+07,7458.4
"Togo","Africa",1952,38.596,1.21911e+06,859.809
"Togo","Africa",1957,41.208,1.35744e+06,925.908
"Togo","Africa",1962,43.922,1.5281e+06,1067.53
"Togo","Africa",1967,46.769,1.73555e+06,1477.6
"Togo","Africa",1972,49.759,2.05635e+06,1649.66
"Togo","Africa",1977,52.887,2.30858e+06,1532.78
"Togo","Africa",1982,55.471,2.64476e+06,1344.58
"Togo","Africa",1987,56.941,3.15426e+06,1202.2
"Togo","Africa",1992,58.061,3.74755e+06,1034.3
"Togo","Africa",1997,58.39,4.32089e+06,982.287
"Togo","Africa",2002,57.561,4.97738e+06,886.221
"Togo","Africa",2007,58.42,5.70158e+06,882.97
"Trinidad and Tobago","Americas",1952,59.1,662850,3023.27
"Trinidad and Tobago","Americas",1957,61.8,764900,4100.39
"Trinidad and Tobago","Americas",1962,64.9,887498,4997.52
"Trinidad and Tobago","Americas",1967,65.4,960155,5621.37
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.55
"Trinidad and Tobago","Americas",1977,68.3,1.03901e+06,7899.55
"Trinidad and Tobago","Americas",1982,68.832,1.11648e+06,9119.53
"Trinidad and Tobago","Americas",1987,69.582,1.19134e+06,7388.6
"Trinidad and Tobago","Americas",1992,69.862,1.18367e+06,7370.99
"Trinidad and Tobago","Americas",1997,69.465,1.1381e+06,8792.57
"Trinidad and Tobago","Americas",2002,68.976,1.10183e+06,11460.6
"Trinidad and Tobago","Americas",2007,69.819,1.05661e+06,18008.5
"Tunisia","Africa",1952,44.6,3.64774e+06,1468.48
"Tunisia","Africa",1957,47.1,3.95085e+06,1395.23
"Tunisia","Africa",1962,49.579,4.28655e+06,1660.3
"Tunisia","Africa",1967,52.053,4.78699e+06,1932.36
"Tunisia","Africa",1972,55.602,5.30351e+06,2753.29
"Tunisia","Africa",1977,59.837,6.00506e+06,3120.88
"Tunisia","Africa",1982,64.048,6.7341e+06,3560.23
"Tunisia","Africa",1987,66.894,7.72498e+06,3810.42
"Tunisia","Africa",1992,70.001,8.52308e+06,4332.72
"Tunisia","Africa",1997,71.973,9.23167e+06,4876.8
"Tunisia","Africa",2002,73.042,9.77058e+06,5722.9
"Tunisia","Africa",2007,73.923,1.02762e+07,7092.92
"Turkey","Europe",1952,43.585,2.22357e+07,1969.1
"Turkey","Europe",1957,48.079,2.56709e+07,2218.75
"Turkey","Europe",1962,52.098,2.97887e+07,2322.87
"Turkey","Europe",1967,54.336,3.34113e+07,2826.36
"Turkey","Europe",1972,57.005,3.7493e+07,3450.7
"Turkey","Europe",1977,59.507,4.2404e+07,4269.12
"Turkey","Europe",1982,61.036,4.73288e+07,4241.36
"Turkey","Europe",1987,63.108,5.28813e+07,5089.04
"Turkey","Europe",1992,66.146,5.81791e+07,5678.35
"Turkey","Europe",1997,68.835,6.30476e+07,6601.43
"Turkey","Europe",2002,70.845,6.73089e+07,6508.09
"Turkey","Europe",2007,71.777,7.11586e+07,8458.28
"Uganda","Africa",1952,39.978,5.8248e+06,734.753
"Uganda","Africa",1957,42.571,6.6755e+06,774.371
"Uganda","Africa",1962,45.344,7.6888e+06,767.272
"Uganda","Africa",1967,48.051,8.90029e+06,908.919
"Uganda","Africa",1972,51.016,1.01903e+07,950.736
"Uganda","Africa",1977,50.35,1.14578e+07,843.733
"Uganda","Africa",1982,49.849,1.29394e+07,682.266
"Uganda","Africa",1987,51.509,1.5283e+07,617.724
"Uganda","Africa",1992,48.825,1.82522e+07,644.171
"Uganda","Africa",1997,44.578,2.12103e+07,816.559
"Uganda","Africa",2002,47.813,2.47399e+07,927.721
"Uganda","Africa",2007,51.542,2.91704e+07,1056.38
"United Kingdom","Europe",1952,69.18,5.043e+07,9979.51
"United Kingdom","Europe",1957,70.42,5.143e+07,11283.2
"United Kingdom","Europe",1962,70.76,5.3292e+07,12477.2
"United Kingdom","Europe",1967,71.36,5.4959e+07,14142.9
"United Kingdom","Europe",1972,72.01,5.6079e+07,15895.1
"United Kingdom","Europe",1977,72.76,5.6179e+07,17428.7
"United Kingdom","Europe",1982,74.04,5.63397e+07,18232.4
"United Kingdom","Europe",1987,75.007,5.69816e+07,21664.8
"United Kingdom","Europe",1992,76.42,5.78663e+07,22705.1
"United Kingdom","Europe",1997,77.218,5.88083e+07,26074.5
"United Kingdom","Europe",2002,78.471,5.99124e+07,29479
"United Kingdom","Europe",2007,79.425,6.07762e+07,33203.3
"United States","Americas",1952,68.44,1.57553e+08,13990.5
"United States","Americas",1957,69.49,1.71984e+08,14847.1
"United States","Americas",1962,70.21,1.86538e+08,16173.1
"United States","Americas",1967,70.76,1.98712e+08,19530.4
"United States","Americas",1972,71.34,2.09896e+08,21806
"United States","Americas",1977,73.38,2.20239e+08,24072.6
"United States","Americas",1982,74.65,2.32188e+08,25009.6
"United States","Americas",1987,75.02,2.42804e+08,29884.4
"United States","Americas",1992,76.09,2.56894e+08,32003.9
"United States","Americas",1997,76.81,2.72912e+08,35767.4
"United States","Americas",2002,77.31,2.87676e+08,39097.1
"United States","Americas",2007,78.242,3.0114e+08,42951.7
"Uruguay","Americas",1952,66.071,2.25296e+06,5716.77
"Uruguay","Americas",1957,67.044,2.42496e+06,6150.77
"Uruguay","Americas",1962,68.253,2.59847e+06,5603.36
"Uruguay","Americas",1967,68.468,2.74858e+06,5444.62
"Uruguay","Americas",1972,68.673,2.82953e+06,5703.41
"Uruguay","Americas",1977,69.481,2.87352e+06,6504.34
"Uruguay","Americas",1982,70.805,2.954e+06,6920.22
"Uruguay","Americas",1987,71.918,3.04515e+06,7452.4
"Uruguay","Americas",1992,72.752,3.14926e+06,8137
"Uruguay","Americas",1997,74.223,3.26284e+06,9230.24
"Uruguay","Americas",2002,75.307,3.36308e+06,7727
"Uruguay","Americas",2007,76.384,3.4475e+06,10611.5
"Venezuela","Americas",1952,55.088,5.43957e+06,7689.8
"Venezuela","Americas",1957,57.907,6.70267e+06,9802.47
"Venezuela","Americas",1962,60.77,8.14338e+06,8422.97
"Venezuela","Americas",1967,63.479,9.70955e+06,9541.47
"Venezuela","Americas",1972,65.712,1.15156e+07,10505.3
"Venezuela","Americas",1977,67.456,1.35036e+07,13144
"Venezuela","Americas",1982,68.557,1.56208e+07,11152.4
"Venezuela","Americas",1987,70.19,1.79102e+07,9883.58
"Venezuela","Americas",1992,71.15,2.02656e+07,10733.9
"Venezuela","Americas",1997,72.146,2.23744e+07,10165.5
"Venezuela","Americas",2002,72.766,2.42877e+07,8605.05
"Venezuela","Americas",2007,73.747,2.60847e+07,11415.8
"Vietnam","Asia",1952,40.412,2.62468e+07,605.066
"Vietnam","Asia",1957,42.887,2.89985e+07,676.285
"Vietnam","Asia",1962,45.363,3.37961e+07,772.049
"Vietnam","Asia",1967,47.838,3.94639e+07,637.123
"Vietnam","Asia",1972,50.254,4.4655e+07,699.502
"Vietnam","Asia",1977,55.764,5.05335e+07,713.537
"Vietnam","Asia",1982,58.816,5.61422e+07,707.236
"Vietnam","Asia",1987,62.82,6.28265e+07,820.799
"Vietnam","Asia",1992,67.662,6.99407e+07,989.023
"Vietnam","Asia",1997,70.672,7.6049e+07,1385.9
"Vietnam","Asia",2002,73.017,8.09081e+07,1764.46
"Vietnam","Asia",2007,74.249,8.52624e+07,2441.58
"West Bank and Gaza","Asia",1952,43.16,1.03058e+06,1515.59
"West Bank and Gaza","Asia",1957,45.671,1.07044e+06,1827.07
"West Bank and Gaza","Asia",1962,48.127,1.13313e+06,2198.96
"West Bank and Gaza","Asia",1967,51.631,1.14264e+06,2649.72
"West Bank and Gaza","Asia",1972,56.532,1.08957e+06,3133.41
"West Bank and Gaza","Asia",1977,60.765,1.26109e+06,3682.83
"West Bank and Gaza","Asia",1982,64.406,1.42588e+06,4336.03
"West Bank and Gaza","Asia",1987,67.046,1.69121e+06,5107.2
"West Bank and Gaza","Asia",1992,69.718,2.10478e+06,6017.65
"West Bank and Gaza","Asia",1997,71.096,2.82605e+06,7110.67
"West Bank and Gaza","Asia",2002,72.37,3.38958e+06,4515.49
"West Bank and Gaza","Asia",2007,73.422,4.01833e+06,3025.35
"Yemen, Rep.","Asia",1952,32.548,4.96383e+06,781.718
"Yemen, Rep.","Asia",1957,33.97,5.49809e+06,804.83
"Yemen, Rep.","Asia",1962,35.18,6.12008e+06,825.623
"Yemen, Rep.","Asia",1967,36.984,6.74078e+06,862.442
"Yemen, Rep.","Asia",1972,39.848,7.40708e+06,1265.05
"Yemen, Rep.","Asia",1977,44.175,8.40399e+06,1829.77
"Yemen, Rep.","Asia",1982,49.113,9.65762e+06,1977.56
"Yemen, Rep.","Asia",1987,52.922,1.12193e+07,1971.74
"Yemen, Rep.","Asia",1992,55.599,1.3368e+07,1879.5
"Yemen, Rep.","Asia",1997,58.02,1.58265e+07,2117.48
"Yemen, Rep.","Asia",2002,60.308,1.87013e+07,2234.82
"Yemen, Rep.","Asia",2007,62.698,2.22117e+07,2280.77
"Zambia","Africa",1952,42.038,2.672e+06,1147.39
"Zambia","Africa",1957,44.077,3.016e+06,1311.96
"Zambia","Africa",1962,46.023,3.421e+06,1452.73
"Zambia","Africa",1967,47.768,3.9e+06,1777.08
"Zambia","Africa",1972,50.107,4.5065e+06,1773.5
"Zambia","Africa",1977,51.386,5.21655e+06,1588.69
"Zambia","Africa",1982,51.821,6.10041e+06,1408.68
"Zambia","Africa",1987,50.821,7.27241e+06,1213.32
"Zambia","Africa",1992,46.1,8.38116e+06,1210.88
"Zambia","Africa",1997,40.238,9.41779e+06,1071.35
"Zambia","Africa",2002,39.193,1.05958e+07,1071.61
"Zambia","Africa",2007,42.384,1.1746e+07,1271.21
"Zimbabwe","Africa",1952,48.451,3.08091e+06,406.884
"Zimbabwe","Africa",1957,50.469,3.64634e+06,518.764
"Zimbabwe","Africa",1962,52.358,4.27774e+06,527.272
"Zimbabwe","Africa",1967,53.995,4.99543e+06,569.795
"Zimbabwe","Africa",1972,55.635,5.86114e+06,799.362
"Zimbabwe","Africa",1977,57.674,6.64211e+06,685.588
"Zimbabwe","Africa",1982,60.363,7.63652e+06,788.855
"Zimbabwe","Africa",1987,62.351,9.21642e+06,706.157
"Zimbabwe","Africa",1992,60.377,1.07043e+07,693.421
"Zimbabwe","Africa",1997,46.809,1.14049e+07,792.45
"Zimbabwe","Africa",2002,39.989,1.19266e+07,672.039
"Zimbabwe","Africa",2007,43.487,1.23111e+07,469.709
